1	0.000006	0.000004
2	0.000004	0.000003
3	0.000003	0.000003
4	0.000003	0.000003
5	0.000003	0.000003
6	0.000003	0.000003
7	0.000004	0.000003
8	0.000004	0.000003
9	0.000004	0.000003
10	0.000004	0.000003
11	0.000004	0.000003
12	0.000005	0.000004
13	0.000004	0.000003
14	0.000005	0.000003
15	0.000005	0.000003
16	0.000006	0.000003
17	0.000005	0.000003
18	0.000006	0.000003
19	0.000006	0.000003
20	0.000007	0.000003
21	0.000007	0.000003
22	0.000007	0.000004
23	0.000007	0.000003
24	0.000009	0.000003
25	0.000009	0.000003
26	0.000009	0.000003
27	0.000009	0.000004
28	0.000010	0.000003
29	0.000044	0.000004
30	0.000020	0.000004
31	0.000012	0.000003
32	0.000012	0.000003
33	0.000015	0.000003
34	0.000013	0.000003
35	0.000014	0.000003
36	0.000015	0.000003
37	0.000015	0.000003
38	0.000017	0.000003
39	0.000017	0.000003
40	0.000019	0.000004
41	0.000018	0.000003
42	0.000020	0.000003
43	0.000020	0.000003
44	0.000020	0.000003
45	0.000021	0.000003
46	0.000022	0.000004
47	0.000023	0.000003
48	0.000024	0.000004
49	0.000025	0.000003
50	0.000026	0.000003
51	0.000026	0.000004
52	0.000028	0.000003
53	0.000028	0.000004
54	0.000029	0.000003
55	0.000030	0.000003
56	0.000031	0.000004
57	0.000032	0.000004
58	0.000033	0.000004
59	0.000034	0.000003
60	0.000035	0.000004
61	0.000036	0.000003
62	0.000038	0.000004
63	0.000038	0.000004
64	0.000040	0.000003
65	0.000041	0.000003
66	0.000042	0.000003
67	0.000043	0.000004
68	0.000045	0.000003
69	0.000046	0.000003
70	0.000047	0.000003
71	0.000048	0.000003
72	0.000050	0.000003
73	0.000051	0.000004
74	0.000055	0.000004
75	0.000056	0.000004
76	0.000058	0.000004
77	0.000059	0.000004
78	0.000060	0.000003
79	0.000062	0.000003
80	0.000063	0.000003
81	0.000065	0.000004
82	0.000066	0.000003
83	0.000068	0.000004
84	0.000069	0.000004
85	0.000071	0.000004
86	0.000071	0.000004
87	0.000074	0.000004
88	0.000075	0.000004
89	0.000073	0.000004
90	0.000075	0.000004
91	0.000077	0.000003
92	0.000078	0.000004
93	0.000080	0.000004
94	0.000085	0.000004
95	0.000087	0.000004
96	0.000088	0.000004
97	0.000089	0.000004
98	0.000092	0.000004
99	0.000094	0.000018
100	0.000097	0.000004
